dataset,fold,case,label_1_hd95,label_1_esd_mm,label_1_density_hu
KidneyTumor,fold_3,tumor_000.nii.gz,3.9205799622233943,26.136607018336154,123.50190096858876
KidneyTumor,fold_3,tumor_011.nii.gz,4.734375,29.40703574727744,120.97612924343028
KidneyTumor,fold_3,tumor_012.nii.gz,3.693470405027296,126.34322290594704,47.35610288938194
KidneyTumor,fold_3,tumor_024.nii.gz,2.334408466962241,25.92243769275074,45.54562701574654
KidneyTumor,fold_3,tumor_028.nii.gz,2.37523127985729,18.40148693951034,188.5806508980971
KidneyTumor,fold_3,tumor_029.nii.gz,80.82438621552282,73.67149965908352,26.756991122340114
KidneyTumor,fold_3,tumor_033.nii.gz,1.79296875,24.504250142592028,66.10124139369914
KidneyTumor,fold_3,tumor_046.nii.gz,3.0,28.68691415860514,91.53863636363636
KidneyTumor,fold_3,tumor_047.nii.gz,117.41095525000947,108.84680389308691,78.69661074670181
KidneyTumor,fold_3,tumor_052.nii.gz,129.5424976382662,52.12836903431657,70.33360724914493
KidneyTumor,fold_3,tumor_060.nii.gz,3.4693685444074442,23.27799144515731,154.54703448275862
KidneyTumor,fold_3,tumor_065.nii.gz,4.326354838822891,16.973477604878138,165.96630405943222
KidneyTumor,fold_3,tumor_067.nii.gz,122.72846524779412,55.502945812189466,48.391221934484875
KidneyTumor,fold_3,tumor_069.nii.gz,10.101976378798977,54.277792218341915,82.52411215937052
KidneyTumor,fold_3,tumor_074.nii.gz,4.640927494349863,20.838360721964023,132.90166569257744
KidneyTumor,fold_3,tumor_075.nii.gz,91.10610139285279,25.642940204956368,152.05251336898397
KidneyTumor,fold_3,tumor_077.nii.gz,292.88142320839523,29.867266151189376,20.27358490566038
KidneyTumor,fold_3,tumor_082.nii.gz,107.07268878804125,17.382633527416072,17.74061091637456
KidneyTumor,fold_3,tumor_087.nii.gz,9.147880400415852,71.95376697760032,40.95856373850419
KidneyTumor,fold_3,tumor_091.nii.gz,61.23743959107507,38.22792186348986,11.66760999932619
KidneyTumor,fold_3,tumor_093.nii.gz,2.231666636820931,20.852483939668097,120.95261897323753
KidneyTumor,fold_3,tumor_105.nii.gz,1.6191488709832242,17.093019582324516,115.19457364341085
KidneyTumor,fold_3,tumor_109.nii.gz,46.01317214234266,50.136330398567026,39.92714188646612
KidneyTumor,fold_3,tumor_111.nii.gz,267.23202656844194,34.740758584117536,78.30114037743465
KidneyTumor,fold_3,tumor_116.nii.gz,287.5970310100712,6.140896789307961,153.86046511627907
KidneyTumor,fold_3,tumor_123.nii.gz,96.89333558627219,21.751112141271147,60.835126582278484
KidneyTumor,fold_3,tumor_128.nii.gz,13.284646337536401,44.71710258060232,140.7826271734511
KidneyTumor,fold_3,tumor_135.nii.gz,80.71578419673246,54.71376447600065,47.012077591863516
KidneyTumor,fold_3,tumor_136.nii.gz,3.0833281095993192,65.45819303342716,103.52667141400573
KidneyTumor,fold_3,tumor_137.nii.gz,91.36845713713078,56.40585758414685,47.117826114841364
KidneyTumor,fold_3,tumor_143.nii.gz,92.8990301665611,27.584032808360924,70.70782451379466
KidneyTumor,fold_3,tumor_144.nii.gz,63.52395748756949,11.833535719223443,82.68945868945869
KidneyTumor,fold_3,tumor_145.nii.gz,155.65954654013308,30.42905220943065,93.6627345844504
KidneyTumor,fold_3,tumor_148.nii.gz,22.33781881505136,57.922338796003096,87.94976865597056
KidneyTumor,fold_3,tumor_149.nii.gz,210.62665827979134,75.64961824381271,11.567422694330407
KidneyTumor,fold_3,tumor_151.nii.gz,259.67036739431137,42.487257320792345,34.16386938062929
KidneyTumor,fold_3,tumor_159.nii.gz,236.69723660828603,48.28996273196924,85.3249159629417
KidneyTumor,fold_4,neg_005.nii.gz,0.0,0.0,
KidneyTumor,fold_4,neg_012.nii.gz,0.0,0.0,
KidneyTumor,fold_4,neg_022.nii.gz,0.0,0.0,
